fulfillment_date,order_id,shipping_cost
2026-07-10T01:10:06Z,a0896a71-7c71-4f65-9039-c9e9ece7d699,5.33
2026-07-10T04:11:29Z,573e6a9c-9f13-42e8-a407-dc5b34ee9182,9.20
2026-07-10T08:03:40Z,0ebd7c4b-7a24-4acd-af3b-6cb47e8ee9ee,9.84
2026-07-10T11:11:09Z,4fe4021b-e507-4e2b-afee-67e40bcd248d,12.69
2026-07-10T11:33:42Z,d6454878-7dad-4508-b4dc-69680731ed0a,8.51
2026-07-10T15:41:20Z,4bad2560-a1af-4043-8514-48fc21feae1a,6.78
2026-07-10T18:22:15Z,bc50a39c-b4f1-444e-aa17-72eeb96c6081,13.07
2026-07-10T19:50:56Z,8e2a015e-7d5d-4d70-803d-84898ea29844,8.77
2026-07-11T01:35:42Z,e628ad72-78e7-4b7c-b93a-1ae4c615f36d,6.92
2026-07-11T02:29:15Z,931885d7-f686-4785-92fa-f3a21e5f9825,12.66
2026-07-11T03:02:58Z,338ed1d1-497b-43c2-86a0-a0b4ac498d02,11.42
2026-07-11T10:08:51Z,62902aad-9159-46fe-8773-74fb2f1bfd6c,9.19
2026-07-11T12:44:38Z,bd8fee9e-8c30-42c9-a55b-343748fb9219,14.42
2026-07-11T13:18:30Z,814a1fa0-9e78-41d2-8725-0efe94b7c2b8,6.49
2026-07-11T14:35:39Z,78a25ab8-e0a9-44c1-83d0-87792d6a2f2a,12.06
2026-07-11T15:08:31Z,843dc25f-a72e-4c34-ae73-da079b2017a7,9.21
2026-07-11T15:42:31Z,c0f5e260-8297-47fd-b99a-014f61b72a81,11.38
2026-07-11T15:43:14Z,8cb1e211-9ff7-48a1-ac94-41493a1432dc,5.74
2026-07-11T18:09:01Z,c85be3fa-56e3-4b21-a943-225555032312,7.88
2026-07-11T19:56:05Z,a052cfd4-705a-4983-a934-0e86a330cb99,10.45
2026-07-12T00:14:00Z,2686c653-476f-45f1-8e27-9f24ec5d564d,7.66
2026-07-12T01:28:34Z,44204ac1-5dc8-44e5-8213-b5744677ea72,8.08
2026-07-12T06:43:23Z,f6eaed48-d2ee-44e3-8141-74daf527bd28,8.42
2026-07-12T08:51:29Z,7d60db2a-6151-4ae0-9856-d2c0ff17769b,9.22
2026-07-12T09:06:48Z,62830aeb-c33f-4405-918b-bceb624e91ce,9.17
2026-07-12T09:34:13Z,918f3b92-e76d-419e-8f1e-318fbc54d0e1,13.57
2026-07-12T12:24:41Z,b46ba55c-6d8c-4f17-aa47-bd8e478db3ac,8.57
2026-07-12T13:33:04Z,b76a429a-2f86-417a-9560-ff2018f48446,14.50
2026-07-12T15:58:50Z,e2f093fd-4b66-423d-903d-d69751c8fa1b,9.47
2026-07-12T19:56:18Z,182da98c-d29b-46db-9e72-f2a2613fac6c,7.00
2026-07-12T21:11:21Z,f3f4460c-da31-4d8d-9798-2445dbbb9137,9.58
2026-07-12T23:13:19Z,4ab3e570-185a-49c3-a498-f1927950746f,7.25
2026-07-12T23:44:52Z,a5b8f8ac-2666-40c6-a891-007740b10dea,5.58
2026-07-13T07:34:27Z,2c1b2606-a8a6-4e9d-b99b-1c6a4562b8e0,6.51
2026-07-13T09:03:35Z,7235e107-70e4-4d80-9ba1-d84134e46f09,5.54
2026-07-13T11:18:03Z,2320c64b-6968-4e35-9111-2117f71acbad,13.51
2026-07-13T14:29:25Z,472eddf6-1171-4de8-b42a-a22cfa771209,4.23
2026-07-13T16:39:31Z,62959fc6-f623-4fa8-b449-d665ba5ca6bb,7.24
2026-07-13T16:51:49Z,fcdc8e92-8ff5-4417-8178-0a3eb739bb85,7.33
2026-07-13T19:03:43Z,3c16def0-35b6-4a15-925b-b5b6ef9ba9e4,5.32
2026-07-13T20:58:04Z,2cf210a1-3b04-4b58-8e72-ce67e7d780b8,6.37
2026-07-13T22:07:01Z,6a90a69c-7c80-486a-9897-643c94667fd9,4.70
2026-07-14T04:24:02Z,3b38a3b0-11ca-420d-b2b5-ab2c216dac9d,6.37
2026-07-14T07:32:48Z,cb227404-3758-4dcf-8b2c-be55cdf79205,8.73
2026-07-14T08:28:46Z,5535d0ff-6b91-418b-9dcc-c3322e7df0ef,13.96
2026-07-14T09:31:51Z,f392a61b-18f6-46b2-989c-96a862bfd8b7,6.44
2026-07-14T09:52:32Z,25e1ff75-0f81-4185-82ac-8c9f9c76bdf6,12.35
2026-07-15T00:06:32Z,c8760d20-775f-41b9-ad40-3c0648baf539,7.69
2026-07-15T00:34:05Z,8a64a365-11bf-473b-a1bf-bdfe67980791,7.72
2026-07-15T04:44:50Z,2eb33367-fd32-4c93-bda7-815525320141,11.68
2026-07-15T08:34:21Z,7bacc87d-3fe3-426b-90ab-037bb022cc6f,13.72
2026-07-15T09:40:27Z,ed15c81c-ccca-448b-ad72-6e71e5e98fbc,11.35
2026-07-15T13:26:33Z,644b853d-20b1-441d-9e7c-22535a703d0b,6.65
2026-07-15T13:51:16Z,335794b2-640e-494a-8b84-ab977660a268,7.01
2026-07-15T14:23:59Z,2c4e082a-379a-48ab-a597-f7b470bba634,5.76
2026-07-15T16:30:18Z,c8f6eb38-1fa9-4b8b-b330-08e172859a04,9.29
2026-07-15T20:29:45Z,fb2ad9b1-79bd-41b5-8190-18ea9df8eb9c,14.88
2026-07-15T22:10:51Z,28076f33-e121-4381-8213-3e8ef8861cf0,4.82
2026-07-15T23:06:21Z,786bccd6-e1c4-4c1d-b477-8eed5dbb2d37,12.13
2026-07-15T23:09:38Z,938588c6-0a1d-49ba-95fa-9e01e7bc8549,7.99
2026-07-15T23:41:32Z,83f779a9-bdf4-4ccd-b5be-1f5c7fcbc472,8.96
2026-07-16T02:56:32Z,7b34e60e-0fb4-4fb0-9c9a-6a55957d35f3,4.29
2026-07-16T06:04:42Z,8b9d1337-ce17-4038-bca7-1248944abcb1,8.52
2026-07-16T06:52:33Z,1c6d4a9f-f322-46e7-bde2-82ec7ca53452,7.35
2026-07-16T08:34:18Z,1acd7c85-9f59-48bc-975e-33f53b462695,14.96
2026-07-16T09:58:56Z,019e0891-de58-4480-bd68-837c32b6cb4b,8.04
2026-07-16T11:46:47Z,cf7978fe-b3a3-4189-9684-1cf6fcf0c4ee,8.91
2026-07-16T14:44:20Z,c6667e0c-f2ec-477a-b4ab-70a244a7c440,14.98
2026-07-16T17:12:44Z,d26548d0-32d8-4170-b30f-8c91325cbc87,14.85
2026-07-16T19:11:45Z,796fca37-ed30-4f62-bf06-8fc9ba4c0c22,10.99
2026-07-16T19:19:08Z,df03bf99-027e-4ff3-a40b-280913125a91,14.43
2026-07-16T20:07:45Z,c24f508e-24a9-4233-be02-8f9b6c4c0d2f,14.20
2026-07-16T20:34:50Z,6489ccd3-a5b9-4b87-a276-e11e4e361cef,10.09
2026-07-16T20:51:28Z,6b1c44dc-dda5-4fc5-9a17-36eb96e90f96,14.83
2026-07-16T21:51:51Z,b882a6a2-6bb3-4d06-be10-a6bddcf616ac,7.23
2026-07-16T22:04:28Z,36ec9ec3-b27b-485c-b3fc-5b4e415b9c2b,7.07
2026-07-17T04:52:54Z,4ee916e7-8883-4768-96ee-4afc7cdae24a,8.95
2026-07-17T06:48:46Z,08c82476-4e32-4f2e-9723-444f2a1e87ef,6.73
2026-07-17T08:53:56Z,09edc549-40e0-4140-9c87-8e6a39f05997,4.54
2026-07-17T13:20:06Z,315449c8-e0f6-464f-8ff7-4035f24a8e90,6.01
2026-07-17T16:39:01Z,e99a9f03-c550-4ecc-a992-7e0eba9fbe3b,9.76
2026-07-18T04:39:15Z,a28614dc-a3a0-46f0-bce5-ce08df54d6ce,7.44
2026-07-18T10:00:41Z,5c7d28ee-b673-41a0-b827-b20ea83a13d3,5.21
2026-07-18T11:00:51Z,83183009-1073-455a-9746-59efe924c2cf,12.13
2026-07-18T14:50:41Z,31024aa5-1854-4512-a618-f52e6ee3fff1,7.19
2026-07-18T17:03:56Z,bec1e53f-4f73-4054-976e-77a5ebec1c42,4.56
2026-07-18T20:33:03Z,3e3e5eaf-514e-4f64-9a1c-b6ee2d7f5c75,5.76
2026-07-19T05:02:23Z,ac0ba5f8-1d8a-4d37-af4d-0315efea4acc,14.85
2026-07-19T05:30:11Z,89af4434-8bac-49ff-a76c-1f44cd9bf8b9,6.59
2026-07-19T11:48:22Z,cc41b549-1bf9-4dc7-b6db-c89dd2ccdbdb,14.51
2026-07-19T12:06:41Z,39d94425-0b8e-4a26-945f-1a3ff6216254,6.55
2026-07-19T12:36:54Z,59febff9-a382-4ffa-9887-4061bb23530d,9.45
2026-07-19T15:17:08Z,222dac79-2ea1-42ad-b5fc-8b0efe8fcf9d,12.70
2026-07-19T18:25:48Z,40cf488a-5fd2-4c10-85cd-1ad3793eadb0,4.43
2026-07-19T21:56:41Z,814a5592-6e7e-46ac-ad71-33a6f1a06e66,11.59
2026-07-19T23:31:20Z,7c082c46-a885-4972-86d0-04af85876623,11.76
2026-07-20T02:47:35Z,99aeb075-06da-4af5-9cb7-e3f392ada2f9,7.90
2026-07-20T05:53:19Z,296c1dbf-4bfe-4352-b369-ff41d81e339d,14.15
2026-07-20T08:17:21Z,e6d581cc-4c85-4179-993b-341c098fc378,4.29
2026-07-20T11:03:48Z,e03a81bb-c4fc-4c1c-ada6-cdf8be4b5cba,4.95
2026-07-20T12:40:14Z,a8676ab1-6514-45b6-ac66-941429c30bf4,5.24
2026-07-20T14:36:59Z,9261a5cc-7216-43e2-a944-dff1c8033d5c,9.98
2026-07-20T15:11:43Z,28221704-089c-4a38-8b3a-e01ef94a432e,5.29
2026-07-20T15:20:34Z,b81344ee-c6b0-4e9d-bc5e-c93db5b9af2c,9.82
2026-07-20T16:08:03Z,12342779-591b-4b1c-9f85-218272265608,12.30
2026-07-20T16:11:30Z,4bc0e926-eff2-4c8d-9261-8a4562f28357,11.18
2026-07-20T21:24:19Z,9c28955f-73f6-4121-85fd-f79aaea4720e,14.04
2026-07-20T22:25:09Z,2cf60783-32b9-4d14-ba7c-75f9783eb8f7,11.33
2026-07-21T00:39:59Z,56ecea0c-8ed1-48cf-9a50-08b6e2198181,5.51
2026-07-21T02:50:37Z,bfddaf0b-d69d-4e73-8dba-7d2a8cdc6903,5.10
2026-07-21T03:26:18Z,4d0070e6-806b-4a16-b5fe-e7ea8a525636,4.88
2026-07-21T08:29:45Z,abc1c031-77e5-4635-9148-d1707bac220f,6.06
2026-07-21T10:31:07Z,a70aade3-0315-4b86-9ec4-ff6ddde56ecc,10.15
2026-07-21T12:50:30Z,a88b6115-ce59-4b5f-91a2-915d4765c71c,11.68
2026-07-21T15:02:16Z,9ff84935-c1f3-4fb3-b3db-1ea3b7ee7df7,14.53
2026-07-21T17:22:32Z,a2bfc50c-db02-4169-bf4c-4d6d0b2e65dc,8.55
2026-07-21T18:07:34Z,8f28b4cd-d853-4f96-9273-d4fd62a75b7b,10.20
2026-07-21T20:07:36Z,da33979e-3dc6-4303-b1e3-0722cd0fd980,5.81
2026-07-21T20:55:53Z,870414b4-ad0c-4a90-be83-7386e73c75fe,10.94
2026-07-21T21:29:35Z,98e8df70-0f62-4be3-a387-831c82bbc571,5.64
2026-07-21T22:54:39Z,5f1b0162-ea90-4c6b-99da-12010ea77a94,10.58
2026-07-21T23:50:19Z,e3b17b66-dc50-45cc-bf12-78173f8f40b7,13.84
2026-07-22T00:21:15Z,3b9cc643-b88d-4734-b042-ed22e76d61b5,9.64
2026-07-22T04:19:48Z,ac73f3bc-7dea-4363-b33d-4c0f3e57e10f,8.27
2026-07-22T05:56:33Z,2bcdd2d2-bc2e-492f-9506-0a2e695badef,4.82
2026-07-22T09:28:06Z,85c93579-3410-4329-9106-65493db83193,10.42
2026-07-22T10:16:54Z,f9093819-99ba-45b7-95c3-5f98f48c02c3,8.15
2026-07-22T12:25:13Z,b4b7694d-3fad-4da6-821b-96d73fb6283d,11.74
2026-07-22T12:35:14Z,74424732-c5f6-4f82-bd01-317555654741,4.90
2026-07-22T13:54:53Z,9777cb38-bc56-451d-aaf3-c334c250dfa4,7.01
2026-07-22T22:48:53Z,9dba800c-f568-4dbf-984d-2a5d6031ef8a,8.67
2026-07-23T03:59:35Z,2f85ed85-7e02-44f2-9b2b-c82c5b0655c9,12.57
2026-07-23T04:40:30Z,c70a8df6-61d2-4dc9-bcd6-612d65a324db,4.25
2026-07-23T06:14:41Z,b6f70648-9ce1-4a3a-898a-62dc624d42ef,6.10
2026-07-23T06:57:18Z,db3a8428-a625-4981-9e0b-74e4ca2cbaf0,10.06
2026-07-23T11:53:40Z,1614a576-6bed-4e7d-ba0a-825d53528d86,7.64
2026-07-23T16:34:25Z,c267574b-1ab0-4b74-920c-4ad307c533a2,6.48
2026-07-23T16:53:33Z,a34532cc-6805-48af-ae69-0cb24bf2250f,9.42
2026-07-23T20:46:21Z,fe6ac7a1-3b36-4f58-8bc9-0f28c5761c94,12.08
2026-07-23T21:22:58Z,e50bd64f-0dec-4a5a-a2f7-cdbe140757b1,12.97
2026-07-24T00:30:36Z,17f4ca0a-3bcd-4185-b943-c28d05e7f173,10.20
2026-07-24T01:53:06Z,4a6f20ca-3908-4c2d-900d-5c01851438f5,12.84
2026-07-24T04:18:41Z,b7d1f519-41d9-42ba-8969-060532009da6,13.26
2026-07-24T06:58:44Z,a75cb9cb-e41e-4649-836b-408a145a5641,9.01
2026-07-24T08:08:41Z,d40d64ee-4ef3-401f-af43-3d192e827b40,9.09
2026-07-24T14:38:11Z,3409c14e-862e-469b-bd89-85bbd770e73c,10.99
2026-07-24T15:48:10Z,4e8fabfd-7e03-4709-942a-b61e5452b9f8,6.47
2026-07-24T15:52:06Z,7519f9e6-047b-40d9-a79f-bc2ed8f20c17,11.05
2026-07-24T16:05:11Z,4021246d-8904-4cce-8ad4-cf7d8f36a0a8,5.53
2026-07-24T17:16:01Z,e355ec44-2ba5-4092-bb4f-8a43f74f7a6b,13.59
2026-07-24T18:15:54Z,ce59c6d3-0170-4b84-9b93-7ee61a5a36fb,4.59
2026-07-24T19:40:18Z,db8b4fc5-a646-4dd6-8877-65a8d69c1881,11.21
2026-07-24T21:08:49Z,44df9294-9ab1-49d6-b6fb-7cf3383d18a2,10.20
2026-07-24T22:41:27Z,aa16c9ab-3078-42f1-b3d0-727c94f92528,10.53
2026-07-25T02:53:16Z,79c1dcf2-b739-46e2-a65c-c2e304cdb2d8,11.02
2026-07-25T07:42:22Z,5343e2ed-7537-4efe-8ec2-5c44e832fd85,5.30
2026-07-25T16:34:55Z,28d298de-a135-48f4-8864-33db9bb6e956,8.57
2026-07-25T20:44:49Z,805b146d-2650-48c9-bc5b-206bb169f114,13.05
2026-07-25T21:00:49Z,7b2fa22f-ff4a-4890-8b03-97bac234fc0f,4.09
2026-07-25T21:15:46Z,deabf440-e8cb-430e-b82a-c3aecdfb8f2c,10.60
2026-07-25T23:07:28Z,0f0ea723-5ea5-4b02-b907-7082db463f5b,5.11
2026-07-25T23:59:12Z,4f5f0c11-2e5a-4176-8e16-b4f3b864fc9c,8.32
2026-07-26T00:23:00Z,b923dfc8-2026-4512-a44b-c124236d4f6e,13.69
2026-07-26T00:56:34Z,70cc0cc3-d20d-40ef-939b-4b87824a4a37,6.89
2026-07-26T08:55:42Z,4a7e0141-cb2a-4160-8e17-1f1a79b49462,12.25
2026-07-26T08:59:10Z,f716cbba-a6bb-4636-8cd3-03fdae6029f7,7.36
2026-07-26T09:17:32Z,1cfa7cbe-a454-4b24-a6c7-2e8223591c64,8.00
2026-07-26T14:26:59Z,27893442-bde9-44e5-9cbe-85a32adb9350,8.58
2026-07-26T14:42:04Z,4fb4645a-6f5d-43cd-88c5-03992f71a67f,4.15
2026-07-26T17:02:14Z,92f4638f-5c5a-413a-aec9-aecda9b0e8aa,9.71
2026-07-26T20:14:29Z,09705f00-f53f-49b3-825c-1658965bce48,8.51
2026-07-26T21:30:00Z,2554b681-cb93-4612-a390-6ffe772a9e69,7.12
2026-07-26T22:08:55Z,a8fe8c65-1f5b-4c8b-b315-2eb1b51593ea,8.71
2026-07-27T00:20:08Z,0c144a25-573e-4721-82ea-7b28534c2055,14.00
2026-07-27T03:46:50Z,13b030f4-9b49-49f2-aa55-76bd31cb7adc,9.93
2026-07-27T04:27:59Z,1a41baf5-1092-4279-aa5e-af52a1383150,4.91
2026-07-27T06:03:37Z,6f575541-7038-4fdb-85d6-d18c197b051f,4.61
2026-07-27T06:27:18Z,a7c5b9a9-7839-46b5-9e82-3c0bb6c5da9c,5.50
2026-07-27T07:11:17Z,e7f5c474-0224-4b63-88ba-a349dc71c54d,9.67
2026-07-27T07:25:49Z,545724f6-b4b3-43d0-b4cf-6fc90a8fa4fc,6.65
2026-07-27T11:26:08Z,31ebe51b-c516-4b18-8f38-0e055d72c7bb,5.56
2026-07-27T13:23:04Z,ba9dd177-b462-418c-86b0-760caa4b85e2,11.95
2026-07-27T16:37:19Z,a78309e3-9723-4968-9671-c01868061600,5.00
2026-07-27T20:09:26Z,774f84a8-8cd0-4a4b-8d29-e8bdfe29a547,14.45
2026-07-27T20:15:04Z,c565a808-2690-484b-a25e-70992118ec24,7.34
2026-07-27T21:28:25Z,acd79f91-d100-41b4-97ca-c05cc71fb3e7,12.84
2026-07-27T22:37:22Z,d109384d-4c2e-49e4-a936-9539e5e9bcbb,14.70
2026-07-28T00:25:39Z,1de186f0-ff34-4226-a81c-428ba60ecc5f,5.71
2026-07-28T16:14:17Z,5a076114-881c-42f4-b1df-3b406f602ea1,14.72
2026-07-28T18:18:51Z,b8787b64-54e4-47cf-9766-231f793f361f,6.41
2026-07-28T21:40:09Z,921024be-f22d-4da3-a87a-f356d3fc7a94,7.94
2026-07-29T01:01:13Z,649f5434-6b5b-42fd-9474-40f90e4675e7,10.79
2026-07-29T01:47:00Z,e86732a4-0fa0-4224-8e35-d8d5f5d27ff5,14.31
2026-07-29T02:12:07Z,9978a161-9adf-4b01-aa38-df4087397bfe,11.84
2026-07-29T05:18:51Z,472fefa0-93e4-4397-8b9f-a9ed1852c0ec,6.93
2026-07-29T10:31:02Z,11ebdf89-3c22-4d81-bd17-8ea6d53ebc35,11.52
2026-07-29T17:14:31Z,293db7c4-65c3-4177-ba52-4f22970bba18,12.77
2026-07-29T19:21:51Z,3e2da15e-1b9c-4d9f-93ea-61af079694d9,10.45
2026-07-30T04:16:07Z,d3b093e1-03dd-488c-ab50-98cd2227745a,12.71
2026-07-30T07:05:36Z,57d97c1d-1833-423b-ba36-baab0ce9da9d,7.21
2026-07-30T07:49:04Z,a22348a9-6c37-4226-ab4d-8e6933eaf0a0,5.87
2026-07-30T12:09:32Z,c726ed21-2aa8-4f3b-bcfe-94fc434a0dbe,8.78
2026-07-30T13:18:20Z,ad915a5d-d444-443a-a765-f38aa78b597d,12.96
2026-07-31T05:06:44Z,84ebfb55-a795-4c6d-82e7-f87129d01d0c,14.13
2026-07-31T08:21:54Z,44ccdc44-d055-4cdb-a8ec-2b3f5f3c99ff,11.71
2026-07-31T09:28:16Z,adec788a-ceef-4085-b072-93a7ef52f4a7,5.42
2026-07-31T15:12:34Z,6cf2ca3d-61a0-45ab-9655-91c6416d6b86,8.43
2026-07-31T16:19:14Z,a6f3bf3e-2445-47fe-ab37-7f44fcf5914a,12.86
2026-07-31T23:46:54Z,2cdb1c48-3fff-4e10-9ff9-4274482cdef1,5.00
2026-08-01T01:17:11Z,b9a55a7c-10e4-4f01-b014-7d605488e31a,6.95
2026-08-01T05:50:12Z,ddadc874-85f6-43ce-b175-7fac5adc9866,9.57
2026-08-01T07:38:03Z,93b962d4-d14a-46c1-ad80-afcc9f7ac610,14.92
2026-08-01T07:49:46Z,e6fcf410-58af-49cc-83f3-0110dbf7e84b,13.83
2026-08-01T07:56:26Z,1e72d991-2de7-42a9-ad40-272fb6ced513,5.11
2026-08-01T09:07:15Z,4b733771-56b5-42f4-b685-576afd326235,14.44
2026-08-01T09:36:09Z,1f15aa0c-f464-43c8-8520-155927f51855,7.65
2026-08-01T10:31:00Z,c3398622-cfe5-4556-8b15-20d6bf89e3c8,8.25
2026-08-01T14:43:48Z,09315bf2-b68c-4be7-b27b-649ebcbf12d5,11.56
2026-08-01T18:05:17Z,ab8bb30f-7f65-496d-9b83-a15de2614dd4,8.58
2026-08-01T18:42:44Z,3eee5fbf-a229-4a14-8ff6-47f83ede1420,14.61
2026-08-01T19:59:43Z,3f3cebf3-2fb5-4496-beca-5e4297cb819a,12.99
2026-08-01T20:25:25Z,7e620691-31c6-4757-9cab-380adfc64cad,13.84
2026-08-02T03:01:54Z,5950f441-3d26-47b9-b080-5b3d1b37e6d7,7.01
2026-08-02T07:20:27Z,1e93ccf8-0e43-42c1-941d-4c3437700373,6.61
2026-08-02T16:54:40Z,8575d525-4e28-45bd-ab09-251fdc518bad,12.02
2026-08-02T17:23:51Z,5d0cfb18-58c3-4f56-a75e-2f04ba88d4a4,7.23
2026-08-02T18:25:51Z,c8fef1db-34e8-4e68-addd-3ad620fc13ca,14.97
2026-08-02T20:14:10Z,e4cd95ea-2512-4e3e-9b17-c3e7b44c1b3b,11.56
2026-08-02T21:10:50Z,0ba93e67-d253-4f4a-87e5-db3439572212,5.41
2026-08-03T00:26:31Z,502e4d58-e590-4e18-9991-04ebf3b1f42b,6.45
2026-08-03T02:36:17Z,d29e43f5-6284-439b-ae30-8a0a9f54fa48,10.76
2026-08-03T03:48:41Z,aaeb6718-3d54-4e12-a2d4-02b193744dee,9.41
2026-08-03T04:46:46Z,ebced9d6-75f5-47a6-b98c-2bff33980693,8.22
2026-08-03T06:37:36Z,61ad028c-739e-4aa3-8946-d73859ae223a,7.45
2026-08-03T09:33:59Z,3f4fec48-32db-45a6-9db2-c4f81fde5ddb,9.63
2026-08-03T15:46:53Z,50bc98d3-389e-44ff-a335-5e2a0b9a3882,9.75
